date_trap_set,contract,location,zone,mosquito_species,mosquito_count,trap_type,trap_name
6/14/2021,Boulder,Tom Watson,BC,Culex tarsalis,39,CDC Light Trap,BC-19 
6/14/2021,Boulder,Sawhill Ponds,BC,Culex tarsalis,25,CDC Light Trap,BC-18
6/14/2021,Boulder,Sombrero Marsh,BC,Culex tarsalis,11,CDC Light Trap,BC-15
6/14/2021,Boulder,Stazio Ball Fields,BC,Culex tarsalis,6,CDC Light Trap,BC-17
